|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2009|939.0|1173.0|949.0|999.0|690.0|||17.0||32.0|48.0|30.0|33.0|64.0|32.0||35.0||26.0|25.0|30.0|23.0|25.0|21.0|27.0|28.0|23.0|24.0|20.0|38.0|25.0|23.0|||11.0||58.0|1500.0|3509.0|||18.0|14.0|30.0||3.0|29.0||11.0|27.0|32.0|11.0|9.0|||48.0||||484.0||||
||2010|732.0|1142.0|819.0|992.0|646.0|||18.0||30.0|52.0|30.0|34.0|80.0|32.0||35.0||26.0|24.0|30.0|25.0|25.0|22.0|26.0|29.0|23.0|20.0|20.0|34.0|26.0|23.0|||11.0||58.0|1500.0|3509.0|||18.0|12.0|28.0||5.0|28.0||8.0|24.0|32.0|21.0|19.0|||50.0||||407.0||||
||2011|833.0|1194.0|916.0|992.0|755.0|||16.0||30.0|50.0|30.0|36.0|66.0|31.0||36.0||29.0|26.0|30.0|17.0|25.0|22.0|25.0|30.0|23.0|23.0|22.0|41.0|30.0|26.0|||11.0||58.0|1500.0|3503.0|||18.0|13.0|29.0||5.0|26.0||8.0|24.0|29.0|22.0|19.0|||50.0||||407.0||||
||2012|844.0|1302.0|919.0|995.0|760.0|||16.0||29.0|50.0|26.0|36.0|79.0|31.0||36.0||29.0|26.0|30.0|20.0|25.0|23.0|26.0|25.0|23.0|24.0|22.0|42.0|34.0|26.0|||11.0||58.0|1500.0|3001.0||250.0|17.0|14.0|28.0||5.0|27.0||8.0|25.0|30.0|22.0|22.0|||41.0||||338.0||||
||2013|925.0|1460.0|879.0|1150.0|600.0|||23.0||29.0|48.0|23.0|44.0|87.0|32.0||34.0||29.0|26.0|30.0|20.0|22.0|23.0|26.0|26.0|22.0|17.0|22.0|43.0|36.0|25.0|||11.0||58.0|1550.0|3439.0||250.0|17.0|13.0|26.0||5.0|27.0||8.0|26.0|30.0|8.0|14.0|||39.0||||402.0||||
||2014|709.0|1422.0|1149.0|1109.0|602.0|||24.0||25.0|51.0|23.0|30.0|88.0|30.0||38.0||31.0|29.0|30.0|20.0|23.0|23.0|26.0|28.0|22.0|14.0|22.0|40.0|32.0|23.0|||11.0||58.0|1500.0|3496.0||250.0|17.0|14.0|27.0||5.0|39.0||8.0|27.0|44.0|20.0|19.0|||40.0||||402.0||||
||2015|541.0|1319.0|1043.0|1124.0|602.0|||26.0||25.0|48.0|23.0|34.0|74.0|30.0||28.0||31.0|29.0|30.0|20.0|26.0|24.0|22.0|27.0|21.0|23.0|23.0|42.0|37.0|24.0|||11.0||58.0|1500.0|3497.0||250.0|17.0|14.0|26.0||5.0|28.0||10.0|27.0|45.0|11.0|12.0|||39.0||||400.0||||
||2016|696.0|1648.0|1223.0|1200.0|1980.0|||29.0||20.0|49.0|25.0|34.0|83.0|29.0||27.0||31.0|26.0|31.0|20.0|22.0|23.0|17.0|27.0|21.0|15.0|23.0|45.0|47.0|28.0|||11.0|||1300.0|3202.0||130.0|17.0|13.0|32.0||5.0|28.0||11.0|28.0|46.0|14.0|14.0|||33.0||||400.0||||
||2017|792.0|1548.0|1417.0|1302.0|1481.0|||28.0||23.0|53.0|28.0|39.0|65.0|29.0||27.0||33.0|26.0|30.0|20.0|23.0|25.0|24.0|22.0|23.0|23.0|23.0|50.0|48.0|29.0|||11.0||||3498.0||130.0|17.0|13.0|32.0||4.0|26.0||11.0|30.0|46.0|16.0|11.0|||43.0||||||||
||2018|837.0|1674.0|1685.0|1748.0|1826.0|||28.0||24.0|52.0|33.0|35.0|90.0|27.0||32.0||33.0|26.0|30.0||27.0|25.0|27.0|25.0|23.0|19.0|23.0|50.0|48.0|28.0|||11.0||||3365.0||200.0|16.0|11.0|32.0||4.0|23.0||15.0|33.0|46.0|13.0|6.0|||40.0||||||||
||2019|806.0|1509.0|1190.0|1395.0|1375.0|||27.0||21.0|45.0|24.0|35.0|46.0|20.0||26.0||35.0|28.0|30.0||27.0|24.0|28.0|27.0|23.0|22.0|23.0|49.0|49.0|28.0|||11.0||||3361.0||200.0|16.0|16.0|33.0||4.0|25.0||16.0|33.0|46.0|7.0|7.0|||50.0||||||||
||2020|931.0|1540.0|1279.0|1356.0|1517.0|||35.0||23.0|48.0|24.0|54.0|90.0|23.0||66.0||38.0|34.0|30.0||55.0|24.0|29.0|29.0|20.0|33.0|25.0|50.0|51.0|38.0|||11.0||||3483.0||174.0|17.0|14.0|42.0||4.0|30.0||20.0|38.0|52.0|6.0|5.0|||57.0||||133.0||||
||2021|1166.0|1269.0|984.0|783.0|1455.0|0.0|3614.0|38.0|0.0|22.0|49.0|24.0|37.0|38.0|27.0||59.0||45.0|35.0|40.0||56.0|26.0|35.0|30.0|20.0|27.0|25.0|46.0|45.0|35.0|0.0||12.0|21.0|||3465.0||174.0|16.0|13.0|43.0||4.0|31.0||20.0|38.0|52.0|9.0|11.0|||57.0||||53.0||||
|Kahramanmaraş-46|2004|403.0||255.0|560.0||||21.0||100.0|||150.0||||150.0|0.0|67.0|63.0|86.0|55.0|68.0|29.0|22.0|85.0|20.0|22.0|39.0|15.0|21.0|29.0||25.0||||100.0|1425.0|||31.0|7.0||20.0|6.0|33.0|||17.0|30.0|10.0|4.0||384.0|||||229.0||||
||2005|468.0||255.0|565.0||||24.0||100.0|||150.0||||150.0|0.0|67.0|63.0|86.0|60.0|63.0|32.0|21.0|152.0|25.0|23.0|47.0|25.0|18.0|24.0||||||1000.0|1053.0|||31.0|9.0||20.0|5.0|35.0|||18.0|29.0|16.0|14.0||341.0|||||267.0||||
||2006|439.0||1000.0|677.0||||24.0||100.0|||150.0||||||22.0|20.0|47.0|23.0|14.0|22.0|20.0|14.0|25.0|22.0|19.0|24.0|8.0|25.0||||||1000.0|1096.0|||24.0|8.0||20.0|5.0|21.0|||19.0|30.0|14.0|12.0||295.0|||||250.0||||
||2007|340.0||762.0|131.0||||28.0||101.0|||162.0||||150.0|0.0|46.0|49.0|59.0|35.0|51.0|27.0|25.0|77.0|38.0|21.0|29.0|26.0|11.0|29.0||||||0.0|1385.0|||38.0|12.0||14.0|3.0|67.0|||17.0|49.0|12.0|9.0||692.0|||||250.0||||
